,yelping_since,compliments_plain,review_count,compliments_cute,compliments_writer,fans,compliments_note,compliments_hot,compliments_cool,compliments_profile,average_stars,compliments_more,elite,name,user_id,votes_cool,compliments_list,votes_funny,compliments_photos,compliments_funny,votes_useful
1374,2009-04,,1,,,0,,,,,5.0,,[],Carl,D4VbwOs6mYXe16R4JKVuuQ,0,,0,,,0
1375,2009-04,,5,,,0,,,,,4.2,,[],Kevin,Mvt8E2oxTMLfjbReVlRtOw,0,,0,,,0
1376,2009-04,,3,,,0,,,,,5.0,,[],Susan,9kU5GkH-mmrVzdo3iMnXyA,0,,1,,,0
1377,2009-04,,1,,,0,,,,,2.0,,[],Chris,kk6HHunvitbGreHQpPTdxQ,0,,0,,,0
1378,2009-04,,3,,,0,,,,,4.0,,[],Tamatha,AUml43nFCM7SK5ZR02rZGA,0,,0,,,0
1379,2009-04,,4,,,0,,,,,3.25,,[],Eric,k1OI8kaJs1QWxGBoKEt3IQ,0,,0,,,0
1380,2009-04,,3,,,0,,,,,4.0,,[],Lloyd,YuXWDQGnKyTdCJQDkp9Ckw,0,,0,,,0
1381,2009-04,,1,,,2,,1.0,,,5.0,,[],Sarah,Gx3AdxOOBM778SikUnC0ww,0,,0,,,0
1382,2009-04,,2,,,0,,,,,2.5,,[],Edward,iaeMGrM7hvpFcIh95lRFLQ,0,,0,,,0
1383,2009-04,,2,,,1,,,,,4.0,,[],Bryan,Vix00sRcbhiwA-DF3TKV-A,0,,0,,,0
1384,2009-04,,2,,,0,,,,,3.5,,[],Joshua,_4-XE1i99KT65Nii6AyhAA,0,,0,,,0
1385,2009-04,,1,,,0,,,,,1.0,,[],Fernando,VvTrJubG2TAtoxuyZY_CAA,0,,0,,,0
1386,2009-04,,2,,,1,,,,,4.5,,[],Nikki,jAIIll3DW7FRev13G47W3A,0,,0,,,0
1387,2009-04,,2,,,0,,,,,5.0,,[],David,r_QaEDKjB1akeNPIxgMlXQ,0,,0,,,0
1388,2009-04,,3,,,0,,,,,4.33,,[],Chris,Mpz6-V3ECzVUug8VAFqp0Q,0,,0,,,0
1389,2009-04,,3,,,0,,,,,3.67,,[],Fred,jRX52otGeK5rTiYYTWSf9g,0,,0,,,0
1390,2009-04,,1,,,0,,,,,5.0,,[],Tara,SWPQdEastxudBFz0UvqmdQ,0,,0,,,0
1391,2009-04,,1,,,0,,,,,1.0,,[],Shayne,ZQuN4Vu9Q0MJktiZbKxnQA,0,,0,,,0
1392,2009-04,,2,,,0,,,,,5.0,,[],Stacey,DQqVetm_rtdHmdrFQWWouA,0,,0,,,0
1393,2009-04,,3,,,0,,,,,4.33,,[],Baron,Q1XmWM6pMbljN2cjZqjgxg,0,,0,,,0
1394,2009-04,,2,,,0,,,,,5.0,,[],la,93DRuVXJm7uATN37JGIxXA,0,,0,,,0
1395,2009-04,,2,,,0,,,,,5.0,,[],Buck,avUCsLyudQ8utY86tdhUdA,0,,0,,,0
1396,2009-04,,2,,,0,,,,,3.0,,[],Zach,JGYm-VmqRYO1wVrmepQHrA,0,,0,,,2
1397,2009-04,,6,,,0,,,,,3.0,,[],Ann,CzXpfFqsrri2cQHEFLe6xQ,0,,1,,,2
1398,2009-04,,10,,,0,,,,,4.7,,[],Rob,TJdYMe6T0TFltrnMXIEfGw,1,,3,,,2
1399,2009-04,,2,,,0,,,,,1.0,,[],Jane,fkx8uP6rrenIRo1L4Ejnsw,2,,4,,,2
1400,2009-04,,3,,,0,,,,,4.33,,[],Jenifer,XcCWB3Ks9Lk1os49KsQ1sA,0,,0,,,2
1401,2009-04,,7,,,0,,,,,5.0,,[],James,0leKOxfgxSVJU7zx8Hx4vw,0,,0,,,2
1402,2009-04,1.0,4,,,1,,,,,3.0,,[],J,Nogs_4ibZCwAegv_tVO4Kw,0,,0,,,2
1403,2009-04,,4,,,0,,1.0,1.0,,4.75,,[],Samuel,fGr_qgeaaX_3ickdkuQoUg,2,,2,,,2
1404,2009-04,1.0,6,,,0,,,,,3.5,,[],Samuel,vvY9HVLpmBNPqAKl58xLug,1,,0,,,2
1405,2009-04,,7,,,0,,,,,4.17,,[],Grace,5oaB5x-wY3KYEAOhvW2kzg,1,,0,,,2
1406,2009-04,,1,,,0,,,,,1.0,,[],Thad,bh0VKTuCyInBy2S5_1Psog,0,,1,,,2
1407,2009-04,,2,,,0,,,,,3.0,,[],Karen,y2d4DVncO2bcITKrVGxncg,0,,0,,,2
1408,2009-04,1.0,8,,,0,,,,,4.12,,[],Tiffany,J-Y5Un73DpZbSFMEykmnHw,3,,6,,,2
1409,2009-04,1.0,3,,,0,,,,,2.0,,[],Frank,SRB6oL3gkKgbf8wZRjXyQA,0,,2,,,2
1410,2009-04,,1,,,0,,,,,5.0,,[],Danny,MpTRiXCZ_aoZ06tKaHwLwQ,0,,0,,,2
1411,2009-04,,4,,,1,,,,,4.0,,[],Robert,58lYwyo-wK98eCW0Jf-Xcg,2,,0,,,2
1412,2009-04,,7,,,0,,,,,1.86,,[],Aemad,N_uqtGvxttRlllMzmv8L_w,1,,1,,,3
1413,2009-04,,5,,,0,,,,,4.2,,[],Patrick,yl-BOZHab0bsGHBKpCcMag,0,,0,,,3
1414,2009-04,,4,,,0,,,,,3.25,,[],william,u6mrboH5DydqEgIyVr5nnA,0,,0,,,3
1415,2009-04,,7,,,0,,,,,3.5,,[],rabecca,YyZqQ80rpGbbNsidPERNow,1,,3,,,3
1416,2009-04,,8,,,0,1.0,,,,2.62,,[],Jason,FHiGInLhiuV8VlRvNtFfFg,2,,2,,,3
1417,2009-04,1.0,8,,,0,,,,,5.0,,[],Nathan,DvhP9SV53SVlj8HlvI1H5A,4,,1,,,3
1418,2009-04,,4,,,0,,,,,3.33,,[],craig,I9cbXH49ezQTCZimQx_J1A,3,,0,,,3
1419,2009-04,,14,,,0,,1.0,,,4.21,,[],Ryan,RxBue0tLBJUXCpAlrUGQhA,1,,0,,,3
1420,2009-04,,6,,,0,,,,,4.0,,[],shawna,vQaa5F1pfaSAejzAqKgn2w,0,,0,,,3
1421,2009-04,,6,,,0,,,,,4.5,,[],Johnny,C_pmkNPyze3U6tDMG2f33w,1,,0,,,3
1422,2009-04,,4,,,0,,,,,4.0,,[],John,D7u2jtz0IrMhYrD64gBNLA,0,,1,,,3
1423,2009-04,,7,,,1,,,,,4.86,,[],Peter,GtkKZaU-xYd36ssOsaveOw,2,,2,,,3
1424,2009-04,,2,,,1,,,,,5.0,,[],Laura,tjGihpKYiFi0KRPyWhFSCQ,0,,0,,,3
1425,2009-04,,11,,,0,,,,,3.64,,[],Jason,NfW78ZkLj1NQQvQv6Ax3fw,1,,4,,,4
1426,2009-04,,9,,2.0,0,,,,,4.22,,[],Deanna,TlkQ4kiIlY0P-AFZHVbZEw,4,,1,,,4
1427,2009-04,,10,,,0,,,,,4.0,,[],Kim,-pmz3h5p0qjXprkmaFco2g,1,,0,,,4
1428,2009-04,1.0,7,,,0,,1.0,,,2.71,1.0,[],Brandon,pbkK5cgiNzLjXdxK7SugQg,0,,1,,,4
1429,2009-04,,2,,,0,,,,,5.0,,[],LSL,6J4Oh-Lq2loLV5apkFJwTg,2,,3,,,4
1430,2009-04,1.0,4,,,0,,,,,5.0,,[],Damien,4ZYcV_cgXKR7Nxb0_tCGgA,0,,1,,,4
1431,2009-04,,4,,,2,,,,,3.75,,[],Loren,OzkcCHey4yWtzwXionB03g,1,,1,,,4
1432,2009-04,,4,,,0,,,,,4.67,,[],Nicole,sSOjD689VavYLV4Um2-rDA,1,,1,,,4
1433,2009-04,,8,,,0,,,,,5.0,,[],Suzy,3hlzAFa9uCFBsIa2oiUNmA,4,,3,,,4
1434,2009-04,,4,,,0,,,,,3.33,,[],mindy,T3-NxUvBn8qZhpRVBOclbQ,0,,0,,,4
1435,2009-04,,8,,,0,1.0,1.0,,,3.88,,[],Sophie,5qDnsl3y8hMNZ_8v60lQ-A,2,,0,,,4
1436,2009-04,,8,,,0,,,,,4.62,,[],Victoria,hZodbBAO56eteE4ejMM_tQ,1,,1,,,4
1437,2009-04,,4,,,0,,,,,3.0,,[],Katie,C6dO2Qoi-u6pfoYbwTK-pQ,1,,1,,,4
1438,2009-04,1.0,7,,,0,,,,,4.71,,[],Darrin,OTYU1jI4QmIbfnDYob_QoQ,0,,0,,,4
1439,2009-04,,13,,,0,,,,,4.38,,[],Andrew,gktgkx-Er43SpQfxMhpRxw,1,,1,,,4
1440,2009-04,,10,,,0,,,,,4.86,,[],Roger,qaQe1TrODaNnou4xtFvOCw,2,,1,,,4
1441,2009-04,,6,,,0,,,,,4.0,,[],Joe,zTS9dk3RhyrDlzL14spVlw,1,,0,,,4
1442,2009-04,3.0,19,,,0,,,,,4.05,,[],James,Erc6PnQ5-z5NN632eBnUzQ,1,,3,,,5
1443,2009-04,,2,,,0,,,,,5.0,,[],oo,PmoZgSbsrjaDgt8XOr3Smg,0,,3,,,5
1444,2009-04,,2,,,0,,,,,4.5,,[],Tadd,u9r68ilfy-ACd3O_XkLsNw,2,,1,,,5
1445,2009-04,,18,,,0,,,,,4.2,,[],roy,QXZbs3EB-RT5zQnhi3lkWw,2,,0,1.0,1.0,5
1446,2009-04,1.0,6,,,0,,,,,3.33,,[],Luis,R2v0sYDFRv7pFCcMcR3Pgg,3,,2,,,5
1447,2009-04,,3,,1.0,0,,,,,2.33,,[],G,EtQp71SJI8UWURrRS_NMIg,2,,1,,,5
1448,2009-04,,8,,,0,,,,,4.0,,[],Christy,au8LaJpUWwtgC5FELf4XJg,3,,0,,,5
1449,2009-04,,10,,,1,,,,,3.9,,[],Ken,Yw_EJi15XyLHxP5DrLknLA,1,,1,,,5
1450,2009-04,,9,1.0,,2,,,,,4.67,,[],Jerry,cgMqXAgrXwD914xAbCVhdQ,3,,2,,,5
1451,2009-04,1.0,13,,1.0,0,1.0,1.0,2.0,,4.69,,[],jeff,P8Dtl1cY7_gW82kgckV04Q,1,,3,,1.0,5
1452,2009-04,,7,,,1,1.0,,3.0,,4.14,1.0,[],Kevin,pE5A_mLvrb31pf02cWDxKw,3,,2,,,5
1453,2009-04,,9,,,0,,,,,3.0,,[],S,3O0xNzNhiHMEZKWmRU9k4A,2,,0,,,5
1454,2009-04,,21,,,0,,,1.0,,4.27,,[],Brian,cOvTeuCh2wXVzSjeEaDHJw,0,,1,,,5
1455,2009-04,,4,,,0,,,,,4.0,,[],D,pDIb9oszcj6GO_SmnFNrew,0,,0,,,5
1456,2009-04,,10,,,1,,,1.0,,4.1,,[],Jennifer,V9nKKnC0btQ5yYJ7sPr2Xw,1,,0,,,5
1457,2009-04,,4,,,0,,,,,4.0,,[],Aaron,zMuycn8g11TiI_lMLw6zyw,2,,0,,,5
1458,2009-04,,8,,,1,,1.0,,,4.5,,[],Sandy,Q6O-f4VwCNYi3-TnspgIqw,5,,2,,,5
1459,2009-04,,38,,,0,1.0,,,,4.43,,[],D,qsR4mvE79y_TdrWikxWZOQ,1,,1,,,5
1460,2009-04,,9,,,0,,,,,3.78,,[],Erika,yZDFvBVInuQnNZBu4VUwvQ,0,,1,,,5
1461,2009-04,,15,,,0,,,,,3.93,,[],Akson,FOdmt3Kns4jzKk8WDcNbPw,1,,0,,,5
1462,2009-04,,9,,,0,,,,,3.44,,[],James,VfXAkgqPkHdIXOUNlBw-0A,1,,1,,,5
1463,2009-04,,20,,,1,,,,,3.67,,[],David,uZT9xsKhP2xTbUcQ_PQIGQ,1,,7,,,5
1464,2009-04,,3,,,1,,,,,5.0,,[],Stephanie,FJ0gd684ponNe0Xoj9uTBQ,1,,2,,,5
1465,2009-04,,13,,,0,,,,,4.31,,[],Lynn,39v9qjPyAPP_8SbUrV6Kog,3,,2,,,6
1466,2009-04,,5,,,1,,,,,4.0,,[],Manny,d38oUQOpqJ1g_yfjb7To3g,0,,0,,,6
1467,2009-04,,13,,,0,,,,,4.57,,[],Mike,_OsHzjKtbZpKJEL7oIohkg,2,,0,,,6
1468,2009-04,,5,,,0,,,,,2.8,,[],Seth,LBVX7IbpfnpbwSYdjL7tfg,0,,0,,,6
1469,2009-04,,7,,,0,,,,,4.29,,[],Civyl,uj-70y8y-eDCbDX67TK7yQ,3,,0,,,6
1470,2009-04,,20,,,0,1.0,,,,4.4,,[],Mark,O_pPqlu_cOJk8NFOjnHdeg,5,,0,,,6
1471,2009-04,,4,,,0,1.0,,,,4.25,,[],Alex,vSHFb1iIKa_v24kV7lDSrA,2,,5,,,6
1472,2009-04,,33,,,0,,,1.0,,4.39,,[],Kathy,72I553iNtvigkr_fMnuHgg,2,,3,,1.0,6
1473,2009-04,,6,,,0,,,,,3.67,,[],lisa,OBcxtKuuO5oZRnzYvb8FUQ,2,,0,,,6
1474,2009-04,,13,,,0,,,1.0,,3.69,,[],Barbara,dxXMKBD1BdsABbFfCXmQSw,5,,0,,,6
1475,2009-04,,9,,,0,,,,,5.0,,[],Cyn,Z3c7xGRfeV-uMkSbAzxV9g,2,,2,,,6
1476,2009-04,,10,,,0,1.0,,,,3.0,,[],Karen,a5JqQqNCqxCbtRyB6VT6TA,1,,1,,,6
1477,2009-04,,7,,,0,,,,,2.14,,[],Philip,gQ7T8Zcz8kJ4HhAc8kbylw,0,,1,,,6
1478,2009-04,1.0,22,,,0,,,1.0,,3.09,,[],Richard,AVXopnZ0JupXT5LJ6IWx-Q,2,,3,,,6
1479,2009-04,,4,,,0,,,,,1.0,,[],ann dara,J39TgG2ddEX9ty7CGW8OEQ,0,,0,,,6
1480,2009-04,,4,,,0,,,,,4.5,,[],Rey,DQMc5BeAgUuPXl6CRlaaJg,7,,6,,,6
1481,2009-04,,18,,,1,,1.0,,,4.22,,[],Gabriel,Vc8AiX7FHidkVWslTVfphQ,5,,5,,,6
1482,2009-04,,16,,,1,1.0,,,,4.94,,[],Sandra,t-EfF_eKUgMGAzx4sDqaVQ,6,,0,,,6
1483,2009-04,1.0,14,,1.0,0,,,,,3.64,,[],L,SDLkBmzsHf1S8N3WQBi_aw,1,,2,,1.0,6
1484,2009-04,,8,,,1,,,,,4.67,,[],El Channon,aCFMp2_D3dT-I_0E0k2d7A,3,,2,,,7
1485,2009-04,1.0,11,,,0,,,,,3.64,,[],Deborah,h9jEEP0b58EOfceFZBY6GQ,2,,0,,,7
1486,2009-04,,15,,,0,,,,,3.5,,[],Casey,NpGOx0C-2Z_u6ZETZqww-Q,4,,2,,,7
1487,2009-04,1.0,42,,,0,,,,,3.5,,[],Selby,__TXu5_oTrflaxUBQLF9XA,2,,5,,,7
1488,2009-04,,10,,,0,1.0,,,,2.3,,[],Colton,gGAPuweXI6y5GNh3xXy7Pw,2,,3,,,7
1489,2009-04,,27,,,0,,,,,4.37,,[],Stephanie,GUbtgVqPh9JSbzUnTkavFQ,1,,0,,,7
1490,2009-04,,3,,,1,,,,,4.0,,[],David,AQK1Hs3Xmicdo0rgJ76peA,1,,7,,,7
1491,2009-04,1.0,4,,,0,,,,,5.0,,[],James,Pmhb2EPdJW4VnsYNtli49w,1,,2,,,7
1492,2009-04,,32,,,0,,,1.0,,4.0,,[],Sean,LLTR4vfwcehDtpto3ZXTNA,2,,5,,,7
1493,2009-04,,8,,,0,,,,,4.0,,[],cassandra,ZntbIilIGJkshkp-vUQooQ,3,,2,,,7
1494,2009-04,,6,,,1,,,,,4.0,1.0,[],Laura,f4wa-xEosFmjkHKfz094dg,6,,3,,,7
1495,2009-04,,11,,,0,,,,,4.5,,[],Rod,vEnoxI-ToTr8Ju1s0FWsBg,5,,6,,,7
1496,2009-04,,11,1.0,,2,1.0,,1.0,,3.0,,[],Kristina,w5p9BSbfJ3okKcrvT5BS3A,1,,1,,,7
1497,2009-04,,9,,,0,,,,,3.11,,[],Missy,E2mSydcqRuikDgP7flyXLg,2,,4,,,7
1498,2009-04,,6,,1.0,0,,,,,3.33,,[],Brian,6pwxoQGBlkxSLKq2Q_1S7w,3,,9,,1.0,7
1499,2009-04,,18,,,0,3.0,,2.0,,3.75,3.0,[],michael,mYEKsxl_W6yVEMGE6Ccv5w,4,,4,,1.0,7
1500,2009-04,,8,,,0,,,,,3.62,,[],Jamie,aM8JFSSW-IDhSiAwnjXO8w,3,,3,,,7
1501,2009-04,,4,,,0,,,,,2.25,,[],T,6G8tM7UduXIWq8y-s6Hd4g,0,,4,,,7
1502,2009-04,,11,,,0,,,,,3.82,,[],Graham,l921QOgcOl9fZNF_3qsk7A,4,,2,,,7
1503,2009-04,,19,,,2,2.0,1.0,1.0,,4.65,,[],David,hvlDh-aegIlDnXFydG99Ew,1,,0,,,8
1504,2009-04,,9,,,0,,,,,4.5,,[],Shanna,vZFw8mJsRJ6Ony53eJU-OA,2,,0,1.0,,8
1505,2009-04,1.0,8,,,1,1.0,,,,4.5,,[],Ben,YQelBOcsMAgO51IarLZ-Sw,2,,2,,,8
1506,2009-04,,14,,,0,,,,,4.38,,[],anthem,QfBARxFG5jg1OwBwnuU6WQ,4,,0,,,8
1507,2009-04,,9,,,0,,,,,2.7,,[],Felix,c2S_B__V3Odxw0hC4KBPiQ,4,,4,,,8
1508,2009-04,1.0,3,,,0,,1.0,,,1.0,,[],Alex,VdWJDlZu1_kvIT9E2WgVhw,0,,4,,,8
1509,2009-04,,8,,,0,,,,,3.88,1.0,[],mich,q6bSflOJq7vvInQrgW5Ciw,3,,3,,,8
1510,2009-04,,6,,,0,,,,,4.17,,[],Derick,co98KsHU08o0wQumBALaEw,3,,1,,,8
1511,2009-04,,7,,,0,,,,,4.5,,[],Becca,zAeXVW8x2yhxv9YdstFC-A,0,,0,,,8
1512,2009-04,,18,,,0,,,,,4.5,,[],J,KXBQzTIqp8Eb8ol2XDrClg,2,,1,,,8
1513,2009-04,,7,,,0,,,,,3.8,,[],P,gEyvTmtYF8ygZilumE7PyQ,1,,3,,1.0,8
1514,2009-04,2.0,10,,1.0,1,,,,,4.5,,[],david,7jrsrd7xcblYC7kTzZzQ1g,5,,8,,,8
1515,2009-04,,23,,,0,,,1.0,,3.39,,[],LUCRETIA,DMx8wAqPb54OI_FDP1y73A,0,,1,,,8
1516,2009-04,,12,,,0,,,2.0,,4.5,,[],Andy,ulSPINvoOR1fj9GRc9QUOw,4,,2,,,8
1517,2009-04,,13,,,1,,,,,3.62,,[],Dennis,fGy65oTe9uBxM8pl8YUDaA,2,,6,,,8
1518,2009-04,1.0,14,,,1,,,,,4.29,,[],Maria,MIw9w6FUBPxejVNV2aTpQw,2,,3,,,8
1519,2009-04,,7,,,1,,,,,4.5,,[],Megan,8tA_1Q197USzk7ylcw-mlA,0,,0,,,8
1520,2009-04,,7,,,0,,,,,2.86,1.0,[],Ben,UonDjJPZv0R4YzmVTV3zTQ,3,,1,,,8
1521,2009-04,,5,,,0,,,,,5.0,,[],Adam,YhCZbyPu0ZPmF5_rr13glQ,0,,0,,,8
1522,2009-04,,11,,,0,,,,,4.45,,[],Allyn,-T9hc0NvehG94Oxq_IlyPw,3,,2,,,8
1523,2009-04,,8,,,0,,,,,4.75,,[],Darren,8g3EyFBfj9Gp-lQVj-seow,1,,20,,,8
1524,2009-04,,4,,,0,,,,,4.0,1.0,[],Betsy,N-_cwSrvmd60cCXGroCNNQ,1,,0,,,9
1525,2009-04,,12,1.0,1.0,0,2.0,1.0,4.0,,4.08,,[],Joyce,FUIHSFzVi_WBXJIyFv8JNQ,8,,6,,2.0,9
1526,2009-04,,6,,,0,,,,,3.2,,[],Robin,LoP2z_zcFjnOuJBFlHHz9w,0,,2,,,9
1527,2009-04,2.0,13,,1.0,0,,1.0,1.0,,3.85,,[],Michelle,GyL60n54aJuT00rimTaOWA,5,,1,,,9
1528,2009-04,,2,,,0,,,,,3.0,,[],Corey,uUFTPTdGSPYTAr8ujsImlQ,3,,6,,,9
1529,2009-04,,3,,,0,,,,,4.67,,[],S,llGrym5a3eo_D16evG3G4w,3,,0,,,9
1530,2009-04,,3,,,0,,,,,2.33,,[],Paddy,7YgDRecAIr2-2Tz9PQdpBg,4,,4,,,9
1531,2009-04,,12,,,1,,,,,4.42,,[],Kimberly,_IopemF67jCLu3HSEx4zYA,3,,2,,,9
1532,2009-04,1.0,13,,,0,,,1.0,1.0,3.93,,[],bojana,rJshdgOtvvsI_ESXQ0zcbA,2,,1,,,9
1533,2009-04,1.0,8,,,0,,,,,3.27,,[],Eric,NqoCQ9SPq23m77CmghGVwQ,4,,2,,,9
1534,2009-04,,15,,1.0,1,,,,,3.44,,[],Lynn,GxjjwtVLf_NPT35h5VeYNQ,2,,3,,,9
1535,2009-04,,11,,,0,,,,,4.82,,[],Charley,yAS5CF_EpjPHeL_beK2LMw,4,,2,,,9
1536,2009-04,,4,,,0,,,,,2.75,,[],Chris,-qXlri4S-Of_9FzQKG-amw,2,,1,,,10
1537,2009-04,,7,,,0,,,,,4.14,,[],Glen,FUwYoUNJv7ExQeESj_gpHQ,3,,0,,,10
1538,2009-04,,14,,,0,1.0,,,,3.33,,[],Sarah,AY0nNmACAnxO0MU34TUvbg,2,,3,,,10
1539,2009-04,,10,,,0,,,,,4.0,,[],Tom,WnBwHKnt1K-VkHVIHJv3Ig,0,,0,,,10
1540,2009-04,,10,,,0,,,,,3.6,1.0,[],Ian,lVk2LcYATHFD0qeo4Iy77A,1,,5,,,10
1541,2009-04,,3,,,1,,,,,3.0,,[],Jeremy,kyo2XtO9-H6IJ3zmvqPClQ,0,,1,,,10
1542,2009-04,,9,,,0,,,,,3.78,,[],anderson,Xy_WWjHKa75hJSQvOteRZg,5,,8,,,10
1543,2009-04,1.0,16,,,0,1.0,,,,3.29,,[],John,p9Loz-u7f-d8twFmhTD3oQ,5,,1,,,10
1544,2009-04,,26,,,0,1.0,,,,3.58,,[],PinkBoots,muvf99cGVXkc47z_h98CeQ,4,,1,,1.0,10
1545,2009-04,1.0,15,,,0,1.0,,,,4.5,,[],Zack,j5PR44rTiBVvUNHN13ha6g,2,,5,,,10
1546,2009-04,,19,,,0,,1.0,,,3.5,,[],Mike,udhcdjVSnHGIr1CX7Tv_og,4,,8,,,10
1547,2009-04,,7,,,0,,,,,3.38,,[],Bev,Gc1pdeNzNjhxKSZCfzEpyw,0,,0,,,10
1548,2009-04,1.0,9,,,3,,,,,3.0,1.0,[],Ton,SGHNa0GCpT4swpciG_gXNw,4,,3,,,10
1549,2009-04,,15,,,1,,1.0,1.0,,4.13,1.0,[],Kevin,wv47BIqq4HjKtXqN75Kq8g,3,,8,,3.0,11
1550,2009-04,1.0,23,1.0,2.0,0,,2.0,1.0,,4.48,,[],Vargha,dF9x61qfwaIHb47zrzQaCQ,10,,5,,2.0,11
1551,2009-04,,15,,,0,,,,,3.33,,[],Christian,g_O73leSmqHK0DlhJUkKNA,4,,8,,,11
1552,2009-04,,13,,1.0,0,,,1.0,,4.62,,[],Gina,UGa1Aqh06x4b8jS4j0Ff7Q,7,,0,,,11
1553,2009-04,2.0,12,1.0,,1,1.0,1.0,,,3.42,1.0,[],Alexis,PaqJWbuHWQ2EYDeiShUfYA,3,,2,,2.0,11
1554,2009-04,,13,,,0,,,,,1.62,,[],M,Nu0ceza8y7tyWZFlNuMxdQ,0,,1,,,11
1555,2009-04,,5,,,0,,,,,4.0,,[],Kristina,nfZNNTiMdD4gB1p_Krph4w,1,,3,,,11
1556,2009-04,,33,,,1,,,1.0,,4.09,,[],Erika,vnQTG7FgmY_lo18FgT6t_g,2,,1,,,11
1557,2009-04,,8,,,0,,,,,2.57,,[],Todd,FDwy0oB1GEWeQi35q4xQfg,2,,5,,,11
1558,2009-04,2.0,22,,,2,1.0,,,,4.05,,[],Niki,761gzmIGMl_A1XAMSqKxZQ,3,,4,,1.0,11
1559,2009-04,,25,,1.0,1,,,1.0,,4.0,,[],Aaron,xkU1vZcQ6KDGVcP_SP4xNA,11,,5,,,11
1560,2009-04,7.0,25,,,1,1.0,2.0,3.0,,3.6,,[],Phil,Gc7cwGsPctRLrEE7ppLxaA,10,,7,,,11
1561,2009-04,,7,,,0,,,,,3.43,,[],Jon,h8XVqAAjsQDZn6q6UC2yKA,1,,3,,,11
1562,2009-04,1.0,11,,,0,,,,,2.91,,[],G,pdee3feD-NHR_6xerjJf1g,2,,13,,,12
1563,2009-04,,18,,,0,,,,,3.74,,[],Glenda,lTfGAkUmQJXuUtHsRPthbQ,3,,5,,,12
1564,2009-04,,16,,,0,,,,,4.53,,[],Stacey,Q5XibVeAROLylgodn4Dxgw,1,,3,,,12
1565,2009-04,,12,,,0,,,,,4.5,,[],Claire,oeN7zssmEiJsoHF1gTyurg,4,,1,,,12
1566,2009-04,,6,,,1,,,,,3.83,,[],Kate,zbIGzphDEiiYTtTGbAYCOw,8,,6,,,12
1567,2009-04,,47,,,0,,,,,3.85,,[],Jeannie,PAu_Kt9C0m1-bHnfD8cg0A,5,,0,,,12
1568,2009-04,,22,,1.0,1,,,,,4.58,,[],Michael,eqDYdlCRYQYkAjzo8Z47xg,7,,2,,,12
1569,2009-04,,8,,,0,,,,,3.33,,[],james,d5BOq9i2p0uAJnYneLnFnw,4,,4,,,12
1570,2009-04,,17,,,1,,,2.0,,4.44,,[],Chris,4niOmPVHkvrAZpxVZ7ZmNA,6,,3,,,12
1571,2009-04,,27,,,1,,,,,4.33,,[],Danny,9rp9CzPK0mkA7dZiS-6Dug,1,,4,,,12
1572,2009-04,,19,,,0,,,,,4.58,,[],Michael C.,yfPvejxp32heXqc7SfYgMw,2,,2,,,12
1573,2009-04,,11,,1.0,2,1.0,,,,3.27,,[],Stacey,Rb6fmHTE_D6UxMwGAsDCTQ,5,,4,,,12
1574,2009-04,,25,,,1,,,,,3.96,,[],Linda,IqtEu3iOqqJKEcz6Tzhltw,4,,16,,,12
1575,2009-04,,23,,,0,,,1.0,,3.22,,[],Kevin,7pKYswtCvTPgkSR2kPvHUg,1,,1,,,12
1576,2009-04,,23,,,0,1.0,,,,3.7,,[],David,2yt6VEleLpPzAcVBO61EbQ,2,,2,,,12
1577,2009-04,,9,,,0,,,,,2.89,,[],Afrim,oQjMklUxQp3BmqB0n6rCOQ,0,,3,,,12
1578,2009-04,1.0,15,,,0,,,,,4.33,,[],Anita,rqQeRYh9JTM11me8RDPC0Q,6,,3,,,12
1579,2009-04,1.0,7,,,0,,,,,4.29,,[],Caitlin,h_fEHEKiWaTpN_qqv-pf2Q,3,,3,,,12
1580,2009-04,,18,,,2,,,,,4.39,,[],Angela,AB055SrC13ssYTfIjFBDZg,5,,4,,,12
1581,2009-04,,12,,,0,,,,,3.67,,[],rachel,EVhpVoxa8yg_8djQphcSFA,0,,2,,,12
1582,2009-04,,37,,,0,,,,,3.73,,[],Jason,H1Xz3FRa6f2J0G_U1mc2kA,1,,2,,,13
1583,2009-04,,11,,,0,,,,,3.73,,[],laura,wK28g5gKt5b2XTasNspHag,4,,7,,,13
1584,2009-04,,20,,,0,,1.0,3.0,,3.5,,[],Andy,SCdlRzRSZcj6NzhtzynaYw,2,,4,,,13
1585,2009-04,,8,,,4,,1.0,,,3.88,,[],Sarah,fMypBb2SieWw5E4us6OaGQ,10,,10,,,13
1586,2009-04,,64,,,1,1.0,1.0,,,3.34,,[],thi,-m6Q-tO5sAPW8pFawZdpdg,7,,8,,,13
1587,2009-04,1.0,8,,,0,,,,,2.0,,[],Saurabh,flvUVGbkpeUR2qErFaX3ug,1,,2,,,13
1588,2009-04,,9,,,1,,,,,3.9,,[],Anna,cR-FKGgHBPPonKYHXpeP9w,7,,5,,,13
1589,2009-04,,17,,,0,,,,,3.59,,[],Graeme,r69s1dbw2mL0XV5tmq0CXg,1,,2,,,13
1590,2009-04,1.0,28,,,1,,,,,3.79,,[],Jonny,M672Cwvk9_tm3juRy1iblg,7,,4,1.0,,13
1591,2009-04,,42,,,0,,,1.0,,3.98,,[],Michelle,rTUTwNDF3MNw_BjK3VMk0g,2,,7,,,13
